x,y,z
12.4865,10.4564,-12.931
12.2536,9.94166,-14.6578
12.3604,9.96001,-15.6177
12.4052,10.0932,-15.1477
12.7463,11.2096,-16.6119
12.9896,10.7516,-16.5804
13.8617,10.6402,-16.5101
11.1551,10.6132,-16.7673
11.8269,10.2702,-16.7545
11.6003,10.787,-16.7375
12.2916,11.1196,-15.5761
12.2093,11.0881,-15.6067
12.2629,11.1525,-15.7102
11.8488,9.79269,-10.0182
11.8478,9.78655,-10.1645
11.8934,9.80664,-10.1407
12.8554,10.5335,-15.255
12.6794,10.3988,-15.0088
12.6987,10.5241,-14.8245
12.2415,10.0258,-12.8704
12.084,9.83907,-12.7184
12.0981,9.91021,-13.1265
11.8269,10.2702,-16.7545
12.4689,10.306,-16.6995
11.9417,10.8242,-16.7425
12.3805,10.0985,-16.5571
12.3431,9.87123,-16.588
12.4069,10.0067,-16.2123
11.7863,10.1382,-12.8055
11.6095,10.313,-12.7691
11.731,10.185,-13.1086
11.6095,10.313,-12.7691
11.6756,10.4108,-13.0607
11.731,10.185,-13.1086
11.8934,9.80664,-10.1407
11.8478,9.78655,-10.1645
11.8184,9.82185,-10.1667
12.6236,10.3232,-15.6514
12.3604,9.96001,-15.6177
12.3066,10.0122,-15.7397
11.7318,9.99446,-10.8748
11.4998,10.1951,-11.0833
11.9398,9.81341,-11.0636
12.5481,10.6014,-14.1175
12.6198,10.4547,-13.6952
12.6896,10.4974,-13.9088
11.5541,11.8261,-16.6198
11.9417,10.8242,-16.7425
12.287,11.4786,-16.6336
12.5481,10.6014,-14.1175
12.6896,10.4974,-13.9088
12.7925,10.5308,-14.4706
11.5541,11.8261,-16.6198
12.287,11.4786,-16.6336
12.9323,12.061,-16.491
13.6214,9.87837,-16.5331
13.8617,10.6402,-16.5101
13.0044,10.0849,-16.5568
11.4967,9.99114,-8.9008
11.466,10.1469,-9.06824
11.4358,10.0201,-8.71649
12.2506,11.1601,-15.5861
12.2916,11.1196,-15.5761
12.2629,11.1525,-15.7102
11.9712,10.7031,-11.8489
11.9531,10.7225,-11.9276
11.9781,10.6975,-11.8854
12.1227,10.8198,-12.9312
11.9553,10.7365,-12.856
12.0194,10.8426,-12.7457
11.4722,10.1597,-9.07247
11.3854,10.0531,-8.94485
11.4192,10.0409,-8.93505
11.4143,10.0758,-9.25251
11.5258,9.96181,-9.13958
11.3854,10.0531,-8.94485
12.7381,10.5523,-14.5192
12.6336,10.6086,-14.3143
12.7763,10.5689,-14.3378
13.8385,10.9387,-16.503
14.4054,11.3578,-16.41
13.8196,11.8106,-16.432
11.4116,10.9343,-16.7347
11.7443,10.7151,-16.713
11.9031,11.0463,-16.7381
11.6173,10.0949,-16.454
11.5441,9.95066,-16.4375
11.9225,9.92308,-16.542
12.6348,10.3856,-15.5767
12.5667,10.1791,-15.6454
12.5968,10.2719,-15.7388
12.6794,10.3988,-15.0088
12.7928,10.4925,-15.339
12.8282,10.5551,-14.9417
13.0044,10.0849,-16.5568
13.1204,9.8532,-16.6303
13.3211,10.029,-16.5695
12.7782,10.5005,-14.7137
12.6947,10.5016,-14.7894
12.6794,10.3988,-15.0088
12.3383,10.0443,-15.1557
12.4493,10.1106,-15.1362
12.3987,10.108,-15.4783
11.7345,9.76747,-9.03187
11.6458,9.9191,-9.11509
11.7976,9.74532,-9.22526
12.3174,10.0758,-16.2933
12.3959,10.1193,-16.576
12.3757,9.96895,-16.5149
13.0044,10.0849,-16.5568
13.0426,10.4202,-16.6123
12.8425,9.90031,-16.6654
12.6105,10.3895,-13.6036
12.5804,10.4829,-13.5275
12.6365,10.468,-13.8193
11.8626,10.0652,-12.6933
11.9156,10.0756,-12.8615
12.0878,9.84592,-12.8838
12.292,11.1498,-16.5728
12.57,11.3441,-16.6188
12.3072,11.2253,-16.4117
11.2909,11.8876,-16.6432
11.4236,11.4456,-16.6723
11.7759,11.8278,-16.6037
11.4116,10.9343,-16.7347
11.4236,11.4456,-16.6723
10.8791,11.4986,-16.7228
12.6737,10.4424,-14.1162
12.6755,10.4294,-13.8726
12.6365,10.468,-13.8193
12.2632,9.91234,-16.6148
12.3757,9.96895,-16.5149
12.3959,10.1193,-16.576
12.3053,9.92261,-15.2263
12.3663,9.95311,-15.6803
12.3987,10.108,-15.4783
12.2993,9.94712,-14.8386
12.2554,9.92819,-14.6275
12.3053,9.92261,-15.2263
12.2841,10.2354,-10.7573
12.2592,10.2181,-10.5457
12.3218,10.2815,-11.0055
12.6912,10.5265,-14.0191
12.6737,10.4424,-14.1162
12.7763,10.5689,-14.3378
13.1332,10.7681,-16.5832
13.5185,10.4451,-16.5791
13.8385,10.9387,-16.503
12.6348,10.3856,-15.5767
12.5968,10.2719,-15.7388
12.4499,10.1639,-15.6349
14.1108,10.3293,-16.4728
13.9236,10.3497,-16.3919
13.8157,10.3537,-16.4822
12.5617,10.4464,-13.2554
12.3959,10.5803,-13.1131
12.5927,10.3915,-12.9647
12.7928,10.4925,-15.339
12.7227,10.6774,-15.1274
12.8647,10.6223,-15.4826
13.5185,10.4451,-16.5791
13.525,10.0202,-16.578
13.8157,10.3537,-16.4822
12.2863,10.2415,-11.0949
12.2407,10.2794,-10.99
12.3218,10.2815,-11.0055
11.6378,10.5894,-16.6542
11.7443,10.7151,-16.713
11.4116,10.9343,-16.7347
12.2519,10.3459,-16.7132
12.0551,10.7682,-16.7114
11.7958,10.3225,-16.7423
12.1227,10.8198,-12.9312
11.9553,10.7365,-12.856
12.0194,10.8426,-12.7457
11.712,10.036,-10.9967
11.5176,10.1697,-11.0953
11.6395,10.343,-10.9678
12.4759,10.4465,-12.8845
12.4238,10.309,-12.9459
12.3577,10.1907,-12.7937
11.4967,9.99114,-8.9008
11.3918,10.0333,-8.71649
11.3854,10.0531,-8.94485
11.7958,10.3225,-16.7423
11.652,10.3404,-16.7425
11.5399,10.274,-16.5551
12.2632,9.91234,-16.6148
11.948,10.0485,-16.7377
11.9225,9.92308,-16.542
12.7928,10.4925,-15.339
12.8559,10.5707,-15.5162
12.9094,10.5733,-15.5608
12.9507,10.7006,-16.4806
12.8516,10.6909,-16.2115
13.0052,10.657,-16.4027
12.1817,10.1703,-10.1091
12.2151,10.1729,-10.0356
12.1795,10.157,-9.89466
12.8124,10.7475,-16.0047
12.951,10.6217,-15.9826
12.8516,10.6909,-16.2115
12.4528,10.1976,-13.111
12.4238,10.309,-12.9459
12.4312,10.3928,-13.1082
12.57,11.3441,-16.6188
12.287,11.4786,-16.6336
12.3072,11.2253,-16.4117
11.7443,10.7151,-16.713
11.6378,10.5894,-16.6542
11.7632,10.5423,-16.5351
11.0894,10.4535,-16.759
11.2516,10.3122,-16.5462
10.8408,10.6769,-16.5539
12.3663,9.95311,-15.6803
12.5667,10.1791,-15.6454
12.4499,10.1639,-15.6349
11.6395,10.343,-10.9678
11.8029,10.5382,-11.0178
11.5659,10.2708,-10.897
11.662,10.3279,-9.14567
11.7947,10.3617,-9.07932
11.6746,10.4117,-9.08453
12.3577,10.1907,-12.7937
12.4238,10.309,-12.9459
12.5167,10.286,-12.7991
11.7229,10.3339,-12.8182
11.7863,10.1382,-12.8055
11.7184,10.3909,-13.0541
11.7958,10.3225,-16.7423
11.948,10.0485,-16.7377
12.2519,10.3459,-16.7132
12.6185,10.231,-16.7083
12.574,10.0239,-16.6788
12.8425,9.90031,-16.6654
12.7381,10.5523,-14.5192
12.7564,10.4736,-14.3961
12.7782,10.5005,-14.7137
12.389,9.98689,-16.1695
12.4481,10.0725,-16.3155
12.3174,10.0758,-16.2933
12.6755,10.4294,-13.8726
12.6912,10.5265,-14.0191
12.6489,10.4398,-13.5892
12.3383,10.0443,-15.1557
12.2655,9.94663,-15.211
12.2291,9.94867,-14.6328
12.3662,10.271,-11.4369
12.2863,10.2415,-11.0949
12.3218,10.2815,-11.0055
13.1332,10.7681,-16.5832
12.8033,11.0947,-16.6175
12.8821,10.5408,-16.6073
11.7318,9.99446,-10.8748
11.9346,9.78085,-10.9166
11.9273,9.91359,-10.8715
12.4493,10.1106,-15.1362
12.3383,10.0443,-15.1557
12.3053,9.92261,-15.2263
11.7762,9.77652,-8.71649
11.816,9.81648,-8.7538
11.7319,9.78444,-8.71649
12.951,10.6217,-15.9826
13.0052,10.657,-16.4027
12.8516,10.6909,-16.2115
12.4592,10.0084,-16.5491
12.574,10.0239,-16.6788
12.3959,10.1193,-16.576
12.9094,10.5733,-15.5608
12.8559,10.5707,-15.5162
12.7555,10.431,-15.5998
12.8124,10.7475,-16.0047
12.7941,10.4558,-16.0139
12.8702,10.5901,-15.8118
12.5509,10.3761,-12.7093
12.5167,10.286,-12.7991
12.5927,10.3915,-12.9647
12.6737,10.4424,-14.1162
12.7029,10.4591,-14.4847
12.7564,10.4736,-14.3961
12.1943,11.0282,-14.5766
12.155,11.0312,-14.6018
12.193,11.0413,-14.7668
12.0189,9.85816,-11.0236
11.8345,9.89601,-11.0489
11.9221,9.99244,-10.9963
13.8385,10.9387,-16.503
14.1174,10.6887,-16.4848
14.4054,11.3578,-16.41
12.6737,10.4424,-14.1162
12.526,10.6082,-14.0766
12.6336,10.6086,-14.3143
11.7632,10.5423,-16.5351
11.8931,10.5719,-16.6636
11.7443,10.7151,-16.713
12.951,10.6217,-15.9826
12.8249,10.599,-15.7346
12.8647,10.6223,-15.4826
13.9794,9.88724,-16.5181
13.525,10.0202,-16.578
13.4621,9.81099,-16.5354
12.2506,11.1601,-15.5861
12.2629,11.1525,-15.7102
12.2093,11.0881,-15.6067
12.4238,10.309,-12.9459
12.4759,10.4465,-12.8845
12.4312,10.3928,-13.1082
12.1866,10.1064,-10.9824
12.0981,9.97519,-10.9386
12.2885,10.1906,-10.9284
12.2487,10.077,-12.8464
12.1942,9.93596,-12.8053
12.1884,9.98978,-12.9956
13.1332,10.7681,-16.5832
13.0052,10.657,-16.4027
13.0426,10.4202,-16.6123
12.3663,9.95311,-15.6803
12.443,10.1401,-15.6736
12.5968,10.2719,-15.7388
11.9221,9.99244,-10.9963
11.8345,9.89601,-11.0489
11.712,10.036,-10.9967
12.3577,10.1907,-12.7937
12.5167,10.286,-12.7991
12.4759,10.4465,-12.8845
11.9273,9.91359,-10.8715
12.0981,9.97519,-10.9386
11.9221,9.99244,-10.9963
11.4192,10.0409,-8.93505
11.3854,10.0531,-8.94485
11.3918,10.0333,-8.71649
12.3662,10.271,-11.4369
12.4144,10.296,-11.8065
12.2863,10.2415,-11.0949
11.6827,9.80138,-8.82018
11.7501,9.72675,-8.89608
11.728,9.73431,-8.71649
12.1884,9.98978,-12.9956
12.0596,9.94455,-13.0544
11.9156,10.0756,-12.8615
12.2477,10.0401,-15.637
12.1471,10.0842,-15.3053
12.443,10.1401,-15.6736
12.7928,10.4925,-15.339
12.8833,10.5883,-15.3259
12.8282,10.5551,-14.9417
13.525,10.0202,-16.578
13.756,10.0812,-16.4936
13.8157,10.3537,-16.4822
12.57,11.3441,-16.6188
13.3569,11.3667,-16.5218
12.6141,12.0583,-16.5234
12.1942,9.93596,-12.8053
12.0878,9.84592,-12.8838
12.1884,9.98978,-12.9956
11.5543,9.94804,-16.6944
11.5441,9.95066,-16.4375
11.4189,10.0903,-16.6432
12.4144,10.296,-11.8065
12.3662,10.271,-11.4369
12.3218,10.2815,-11.0055
11.4967,9.99114,-8.9008
11.4192,10.0409,-8.93505
11.4358,10.0201,-8.71649
11.6827,9.80138,-8.82018
11.816,9.81648,-8.7538
11.7882,9.78254,-9.02161
12.9362,10.5876,-16.2887
12.8821,10.5408,-16.6073
13.0052,10.657,-16.4027
11.8488,9.79269,-10.0182
11.8184,9.82185,-10.1667
11.8478,9.78655,-10.1645
12.3256,10.2215,-10.9912
12.2863,10.2415,-11.0949
12.4144,10.296,-11.8065
12.5617,10.4464,-13.2554
12.4528,10.1976,-13.111
12.4312,10.3928,-13.1082
12.2519,10.3459,-16.7132
12.6185,10.231,-16.7083
12.5,10.8087,-16.668
12.155,11.0312,-14.6018
12.1943,11.0282,-14.5766
12.1969,11.0515,-14.587
11.8029,10.5382,-11.0178
11.6395,10.343,-10.9678
11.8753,10.6271,-10.9091
12.0189,9.85816,-11.0236
11.9221,9.99244,-10.9963
12.1866,10.1064,-10.9824
11.9156,10.0756,-12.8615
12.0596,9.94455,-13.0544
12.0878,9.84592,-12.8838
12.7555,10.431,-15.5998
12.8249,10.599,-15.7346
12.8702,10.5901,-15.8118
11.4192,10.0409,-8.93505
11.3918,10.0333,-8.71649
11.4358,10.0201,-8.71649
11.2935,10.4956,-16.7588
11.652,10.3404,-16.7425
11.4116,10.9343,-16.7347
12.3138,10.2461,-10.7631
12.2841,10.2354,-10.7573
12.2885,10.1906,-10.9284
12.5968,10.2719,-15.7388
12.443,10.1401,-15.6736
12.4499,10.1639,-15.6349
12.4238,10.309,-12.9459
12.4528,10.1976,-13.111
12.5927,10.3915,-12.9647
12.1471,10.0842,-15.3053
12.3383,10.0443,-15.1557
12.3987,10.108,-15.4783
12.951,10.6217,-15.9826
12.8124,10.7475,-16.0047
12.8249,10.599,-15.7346
11.7882,9.78254,-9.02161
11.7501,9.72675,-8.89608
11.7976,9.74532,-9.22526
11.652,10.3404,-16.7425
11.7958,10.3225,-16.7423
11.6378,10.5894,-16.6542
12.7381,10.5523,-14.5192
12.7763,10.5689,-14.3378
12.7564,10.4736,-14.3961
11.5258,9.96181,-9.13958
11.4143,10.0758,-9.25251
11.4722,10.1597,-9.07247
12.5135,10.4478,-13.0438
12.4759,10.4465,-12.8845
12.3484,10.4853,-13.0908
12.7555,10.431,-15.5998
12.8559,10.5707,-15.5162
12.8249,10.599,-15.7346
11.7345,9.76747,-9.03187
11.7882,9.78254,-9.02161
11.6458,9.9191,-9.11509
11.816,9.81648,-8.7538
11.6827,9.80138,-8.82018
11.7319,9.78444,-8.71649
11.6395,10.343,-10.9678
11.9568,10.5514,-10.9737
11.8753,10.6271,-10.9091
12.0336,9.89241,-10.8279
11.9346,9.78085,-10.9166
12.0189,9.85816,-11.0236
13.5185,10.4451,-16.5791
13.0426,10.4202,-16.6123
13.0044,10.0849,-16.5568
13.3211,10.029,-16.5695
13.1204,9.8532,-16.6303
13.4621,9.81099,-16.5354
11.4842,10.164,-10.8708
11.5659,10.2708,-10.897
11.5176,10.1697,-11.0953
12.3663,9.95311,-15.6803
12.3053,9.92261,-15.2263
12.1471,10.0842,-15.3053
12.8282,10.5551,-14.9417
12.7227,10.6774,-15.1274
12.699,10.5933,-14.8908
12.155,11.0312,-14.6018
12.1969,11.0515,-14.587
12.193,11.0413,-14.7668
12.3959,10.5803,-13.1131
12.3484,10.4853,-13.0908
12.4759,10.4465,-12.8845
12.2519,10.3459,-16.7132
12.3959,10.1193,-16.576
12.6185,10.231,-16.7083
11.7318,9.99446,-10.8748
11.8345,9.89601,-11.0489
11.9346,9.78085,-10.9166
11.7184,10.3909,-13.0541
11.6268,10.431,-12.9111
11.778,10.5192,-12.8281
13.8385,10.9387,-16.503
13.3569,11.3667,-16.5218
13.1332,10.7681,-16.5832
13.3569,11.3667,-16.5218
13.2808,11.8605,-16.4678
12.6141,12.0583,-16.5234
11.9553,10.7365,-12.856
12.1056,10.7495,-12.79
12.0194,10.8426,-12.7457
12.0794,9.87385,-12.678
11.8626,10.0652,-12.6933
12.0878,9.84592,-12.8838
12.8702,10.5901,-15.8118
12.8249,10.599,-15.7346
12.8124,10.7475,-16.0047
12.5927,10.3915,-12.9647
12.4759,10.4465,-12.8845
12.5509,10.3761,-12.7093
12.3218,10.2815,-11.0055
12.3256,10.2215,-10.9912
12.4144,10.296,-11.8065
11.7759,11.8278,-16.6037
11.4236,11.4456,-16.6723
11.9031,11.0463,-16.7381
12.0189,9.85816,-11.0236
12.0981,9.97519,-10.9386
12.0336,9.89241,-10.8279
11.5441,9.95066,-16.4375
11.5543,9.94804,-16.6944
11.7712,9.82872,-16.5025
12.5617,10.4464,-13.2554
12.5927,10.3915,-12.9647
12.6489,10.4398,-13.5892
12.389,9.98689,-16.1695
12.3757,9.96895,-16.5149
12.4592,10.0084,-16.5491
11.6927,10.4517,-14.837
11.6941,10.4733,-14.8216
11.6634,10.4231,-14.7221
11.6458,9.9191,-9.11509
11.8389,9.8865,-9.16207
11.7976,9.74532,-9.22526
12.7494,10.5768,-14.6943
12.699,10.5933,-14.8908
12.6947,10.5016,-14.7894
12.5704,10.3737,-13.2295
12.6489,10.4398,-13.5892
12.5927,10.3915,-12.9647
12.6365,10.468,-13.8193
12.6755,10.4294,-13.8726
12.6105,10.3895,-13.6036
12.57,11.3441,-16.6188
12.8033,11.0947,-16.6175
13.3569,11.3667,-16.5218
12.6912,10.5265,-14.0191
12.6755,10.4294,-13.8726
12.6737,10.4424,-14.1162
13.8385,10.9387,-16.503
13.5185,10.4451,-16.5791
13.8157,10.3537,-16.4822
12.292,11.1498,-16.5728
12.3072,11.2253,-16.4117
12.287,11.4786,-16.6336
12.2256,10.2241,-10.6367
12.2841,10.2354,-10.7573
12.3138,10.2461,-10.7631
12.526,10.6082,-14.0766
12.6912,10.5265,-14.0191
12.6336,10.6086,-14.3143
12.2885,10.1906,-10.9284
12.3256,10.2215,-10.9912
12.3218,10.2815,-11.0055
12.7227,10.6774,-15.1274
12.8833,10.5883,-15.3259
12.8647,10.6223,-15.4826
12.1471,10.0842,-15.3053
12.2655,9.94663,-15.211
12.3383,10.0443,-15.1557
12.8516,10.6909,-16.2115
12.9507,10.7006,-16.4806
12.9362,10.5876,-16.2887
12.699,10.5933,-14.8908
12.7494,10.5768,-14.6943
12.8282,10.5551,-14.9417
12.3959,10.5803,-13.1131
12.5617,10.4464,-13.2554
12.3484,10.4853,-13.0908
12.1817,10.1703,-10.1091
12.1615,10.1847,-9.91181
12.2151,10.1729,-10.0356
11.9225,9.92308,-16.542
11.7958,10.3225,-16.7423
11.6173,10.0949,-16.454
12.5002,10.3542,-12.3892
12.4826,10.3396,-12.3077
12.5097,10.3543,-12.4883
11.8626,10.0652,-12.6933
12.0794,9.87385,-12.678
12.1942,9.93596,-12.8053
12.083,10.1405,-9.17071
12.016,10.1849,-8.99364
12.1205,10.1289,-9.00591
12.7381,10.5523,-14.5192
12.7494,10.5768,-14.6943
12.6947,10.5016,-14.7894
11.9031,11.0463,-16.7381
11.4236,11.4456,-16.6723
11.4116,10.9343,-16.7347
12.2554,9.92819,-14.6275
12.2993,9.94712,-14.8386
12.2291,9.94867,-14.6328
11.652,10.3404,-16.7425
11.2935,10.4956,-16.7588
11.5399,10.274,-16.5551
11.7318,9.99446,-10.8748
11.6395,10.343,-10.9678
11.5659,10.2708,-10.897
11.7501,9.72675,-8.89608
11.816,9.81648,-8.7538
11.728,9.73431,-8.71649
12.1942,9.93596,-12.8053
12.2487,10.077,-12.8464
11.8626,10.0652,-12.6933
12.4835,10.3415,-12.3955
12.4826,10.3396,-12.3077
12.5002,10.3542,-12.3892
12.2477,10.0401,-15.637
12.3517,9.96684,-15.8266
12.3663,9.95311,-15.6803
11.6927,10.4517,-14.837
11.6634,10.4231,-14.7221
11.6491,10.4417,-14.611
12.4312,10.3928,-13.1082
12.5135,10.4478,-13.0438
12.3484,10.4853,-13.0908
12.0551,10.7682,-16.7114
12.2519,10.3459,-16.7132
12.5,10.8087,-16.668
12.951,10.6217,-15.9826
12.7941,10.4558,-16.0139
12.9362,10.5876,-16.2887
12.574,10.0239,-16.6788
12.4592,10.0084,-16.5491
12.406,9.81878,-16.6156
12.5,10.8087,-16.668
12.8821,10.5408,-16.6073
12.8033,11.0947,-16.6175
13.3211,10.029,-16.5695
13.5185,10.4451,-16.5791
13.0044,10.0849,-16.5568
11.9273,9.91359,-10.8715
11.9346,9.78085,-10.9166
11.9291,9.82943,-10.7456
12.2291,9.94867,-14.6328
12.2993,9.94712,-14.8386
12.3053,9.92261,-15.2263
12.3959,10.5803,-13.1131
12.4759,10.4465,-12.8845
12.5927,10.3915,-12.9647
12.1615,10.1847,-9.91181
12.1795,10.157,-9.89466
12.2151,10.1729,-10.0356
12.3959,10.1193,-16.576
12.574,10.0239,-16.6788
12.6185,10.231,-16.7083
12.083,10.1405,-9.17071
12.0236,10.0463,-9.10915
12.016,10.1849,-8.99364
12.5804,10.4829,-13.5275
12.6105,10.3895,-13.6036
12.5704,10.3737,-13.2295
11.6039,10.3515,-10.9915
11.5659,10.2708,-10.897
11.8029,10.5382,-11.0178
12.2863,10.2415,-11.0949
12.1866,10.1064,-10.9824
12.2407,10.2794,-10.99
12.3218,10.2815,-11.0055
12.2407,10.2794,-10.99
12.2841,10.2354,-10.7573
12.0897,10.0942,-8.99146
12.0236,10.0463,-9.10915
12.083,10.1405,-9.17071
12.1884,9.98978,-12.9956
11.9156,10.0756,-12.8615
12.2487,10.077,-12.8464
12.193,11.0413,-14.7668
12.1969,11.0515,-14.587
12.1943,11.0282,-14.5766
12.406,9.81878,-16.6156
12.4592,10.0084,-16.5491
12.3757,9.96895,-16.5149
12.9362,10.5876,-16.2887
13.0052,10.657,-16.4027
12.951,10.6217,-15.9826
12.2506,11.1601,-15.5861
12.2916,11.1196,-15.5761
12.2629,11.1525,-15.7102
11.731,10.185,-13.1086
11.6061,10.3195,-13.0774
11.7184,10.3909,-13.0541
13.8385,10.9387,-16.503
13.8157,10.3537,-16.4822
14.1174,10.6887,-16.4848
12.2256,10.2241,-10.6367
12.2592,10.2181,-10.5457
12.2841,10.2354,-10.7573
12.8821,10.5408,-16.6073
12.9507,10.7006,-16.4806
13.1332,10.7681,-16.5832
11.2935,10.4956,-16.7588
11.2672,10.4694,-16.5504
11.5399,10.274,-16.5551
12.0208,10.0913,-8.71649
12.0897,10.0942,-8.99146
12.0325,10.0966,-8.71649
11.4189,10.0903,-16.6432
11.0871,10.0727,-16.7884
11.3564,9.74509,-16.7786
12.8787,10.5511,-15.1817
12.6794,10.3988,-15.0088
12.699,10.5933,-14.8908
12.2885,10.1906,-10.9284
12.2841,10.2354,-10.7573
12.2407,10.2794,-10.99
14.1108,10.3293,-16.4728
13.9794,9.88724,-16.5181
14.4486,10.2065,-16.5203
11.9712,10.7031,-11.8489
11.9531,10.7225,-11.9276
11.9781,10.6975,-11.8854
12.5968,10.2719,-15.7388
12.5667,10.1791,-15.6454
12.3663,9.95311,-15.6803
12.2655,9.94663,-15.211
12.3053,9.92261,-15.2263
12.2554,9.92819,-14.6275
11.7345,9.76747,-9.03187
11.7501,9.72675,-8.89608
11.6827,9.80138,-8.82018
11.4967,9.99114,-8.9008
11.4722,10.1597,-9.07247
11.4192,10.0409,-8.93505
11.9291,9.82943,-10.7456
12.0336,9.89241,-10.8279
11.9273,9.91359,-10.8715
11.6395,10.343,-10.9678
11.6039,10.3515,-10.9915
11.9568,10.5514,-10.9737
11.8029,10.5382,-11.0178
11.9568,10.5514,-10.9737
11.6039,10.3515,-10.9915
12.1205,10.1289,-9.00591
12.016,10.1849,-8.99364
12.0325,10.0966,-8.71649
12.2916,11.1196,-15.5761
12.2506,11.1601,-15.5861
12.2093,11.0881,-15.6067
11.7501,9.72675,-8.89608
11.7345,9.76747,-9.03187
11.7976,9.74532,-9.22526
11.4722,10.1597,-9.07247
11.4143,10.0758,-9.25251
11.3854,10.0531,-8.94485
11.5176,10.1697,-11.0953
11.6039,10.3515,-10.9915
11.6395,10.343,-10.9678
12.7029,10.4591,-14.4847
12.7381,10.5523,-14.5192
12.6947,10.5016,-14.7894
12.7564,10.4736,-14.3961
12.7763,10.5689,-14.3378
12.6737,10.4424,-14.1162
12.3987,10.108,-15.4783
12.4493,10.1106,-15.1362
12.3053,9.92261,-15.2263
11.778,10.5192,-12.8281
11.7229,10.3339,-12.8182
11.7184,10.3909,-13.0541
12.9507,10.7006,-16.4806
12.8821,10.5408,-16.6073
12.9362,10.5876,-16.2887
12.292,11.1498,-16.5728
12.5,10.8087,-16.668
12.8033,11.0947,-16.6175
12.0336,9.89241,-10.8279
12.0981,9.97519,-10.9386
11.9273,9.91359,-10.8715
14.1108,10.3293,-16.4728
13.756,10.0812,-16.4936
13.9794,9.88724,-16.5181
11.0871,10.0727,-16.7884
11.4189,10.0903,-16.6432
11.0894,10.4535,-16.759
11.7318,9.99446,-10.8748
11.5659,10.2708,-10.897
11.4842,10.164,-10.8708
11.4116,10.9343,-16.7347
11.652,10.3404,-16.7425
11.6378,10.5894,-16.6542
11.5176,10.1697,-11.0953
11.712,10.036,-10.9967
11.8345,9.89601,-11.0489
12.8647,10.6223,-15.4826
12.9094,10.5733,-15.5608
12.951,10.6217,-15.9826
12.1942,9.93596,-12.8053
12.0794,9.87385,-12.678
12.0878,9.84592,-12.8838
12.3218,10.2815,-11.0055
12.3138,10.2461,-10.7631
12.2885,10.1906,-10.9284
13.0044,10.0849,-16.5568
12.8425,9.90031,-16.6654
13.1204,9.8532,-16.6303
11.7712,9.82872,-16.5025
11.9225,9.92308,-16.542
11.5441,9.95066,-16.4375
12.8821,10.5408,-16.6073
13.0426,10.4202,-16.6123
13.0052,10.657,-16.4027
14.1477,12.0883,-16.3842
13.8196,11.8106,-16.432
14.4054,11.3578,-16.41
12.0208,10.0913,-8.71649
12.0038,10.1216,-8.71649
12.0897,10.0942,-8.99146
12.6185,10.231,-16.7083
12.8821,10.5408,-16.6073
12.5,10.8087,-16.668
12.1884,9.98978,-12.9956
12.0878,9.84592,-12.8838
12.1231,9.88402,-13.1947
12.7381,10.5523,-14.5192
12.7029,10.4591,-14.4847
12.6737,10.4424,-14.1162
12.8702,10.5901,-15.8118
12.9094,10.5733,-15.5608
12.7555,10.431,-15.5998
12.1471,10.0842,-15.3053
12.2477,10.0401,-15.637
12.3663,9.95311,-15.6803
12.016,10.1849,-8.99364
12.0897,10.0942,-8.99146
12.0038,10.1216,-8.71649
13.0426,10.4202,-16.6123
13.5185,10.4451,-16.5791
13.1332,10.7681,-16.5832
12.0551,10.7682,-16.7114
11.8931,10.5719,-16.6636
11.7958,10.3225,-16.7423
12.389,9.98689,-16.1695
12.3174,10.0758,-16.2933
12.3757,9.96895,-16.5149
12.4481,10.0725,-16.3155
12.389,9.98689,-16.1695
12.4592,10.0084,-16.5491
13.756,10.0812,-16.4936
14.1108,10.3293,-16.4728
13.8157,10.3537,-16.4822
12.8249,10.599,-15.7346
12.8559,10.5707,-15.5162
12.8647,10.6223,-15.4826
11.7319,9.78444,-8.71649
11.6827,9.80138,-8.82018
11.728,9.73431,-8.71649
11.4116,10.9343,-16.7347
10.9296,10.8284,-16.7688
11.2935,10.4956,-16.7588
11.728,9.73431,-8.71649
11.816,9.81648,-8.7538
11.7762,9.77652,-8.71649
12.6912,10.5265,-14.0191
12.6365,10.468,-13.8193
12.6489,10.4398,-13.5892
12.6489,10.4398,-13.5892
12.5704,10.3737,-13.2295
12.6105,10.3895,-13.6036
11.4189,10.0903,-16.6432
11.5441,9.95066,-16.4375
11.2516,10.3122,-16.5462
12.0596,9.94455,-13.0544
12.1231,9.88402,-13.1947
12.0878,9.84592,-12.8838
12.8425,9.90031,-16.6654
12.574,10.0239,-16.6788
12.6135,9.73831,-16.6875
12.8647,10.6223,-15.4826
12.8559,10.5707,-15.5162
12.7928,10.4925,-15.339
11.7976,9.74532,-9.22526
11.8389,9.8865,-9.16207
11.7882,9.78254,-9.02161
11.9156,10.0756,-12.8615
11.8626,10.0652,-12.6933
12.2487,10.077,-12.8464
11.5659,10.2708,-10.897
11.6039,10.3515,-10.9915
11.5176,10.1697,-11.0953
12.7941,10.4558,-16.0139
12.8124,10.7475,-16.0047
12.8516,10.6909,-16.2115
12.0325,10.0966,-8.71649
12.0897,10.0942,-8.99146
12.1205,10.1289,-9.00591
12.4759,10.4465,-12.8845
12.5167,10.286,-12.7991
12.5509,10.3761,-12.7093
12.2592,10.2181,-10.5457
12.2256,10.2241,-10.6367
12.3138,10.2461,-10.7631
