-1.32173,-5.04876,-13.1488
-0.991628,-5.04883,-13.1214
-1.10491,-5.2059,-13.3114
-1.01901,-5.19411,-13.6204
-1.09557,-5.2244,-13.4847
-1.08445,-5.22264,-13.6643
-1.02716,-4.94834,-10.7586
-1.04184,-4.95451,-10.6951
-1.02795,-4.95,-10.7477
0.582784,-4.71042,-18.6958
-0.555894,-5.06475,-18.784
0.606634,-4.71834,-18.6938
-1.15008,-4.37789,-14.9285
-1.45468,-4.58246,-16.3244
-0.747515,-4.93509,-14.9295
-1.09557,-5.2244,-13.4847
-1.01901,-5.19411,-13.6204
-1.07594,-5.17775,-13.6951
-1.08949,-4.5122,-13.0376
-1.28276,-4.5353,-13.1559
-1.15782,-4.4033,-13.2713
-0.574783,-4.70028,-14.5817
-0.564955,-4.69185,-14.4546
-0.55347,-4.65323,-14.5512
-0.555894,-5.06475,-18.784
0.606543,-4.72512,-18.6944
0.606634,-4.71834,-18.6938
-1.44451,-4.82904,-9.41422
-1.52973,-4.86637,-9.41147
-1.49279,-4.78646,-9.48697
-1.15948,-5.01088,-9.77935
-1.13124,-4.98956,-9.97791
-1.1884,-4.9426,-9.92963
-1.15137,-5.0152,-9.91578
-1.13124,-4.98956,-9.97791
-1.15948,-5.01088,-9.77935
-1.2703,-5.07854,-8.89251
-1.25751,-5.07546,-8.93241
-1.25697,-5.07807,-8.96207
-1.15948,-5.01088,-9.77935
-1.1884,-4.9426,-9.92963
-1.15137,-5.0152,-9.91578
-1.20073,-5.05694,-9.3348
-1.18722,-5.03959,-9.42498
-1.22016,-5.02145,-9.39871
-1.08106,-4.97394,-10.2925
-1.1118,-4.98505,-10.4188
-1.07354,-4.96095,-10.4692
-1.162,-4.39924,-13.0159
-1.15782,-4.4033,-13.2713
-1.28276,-4.5353,-13.1559
-1.15137,-5.0152,-9.91578
-1.1884,-4.9426,-9.92963
-1.13124,-4.98956,-9.97791
-1.37393,-4.69384,-10.3875
-1.40399,-4.74437,-10.3534
-1.43373,-4.66628,-10.363
-1.04184,-4.95451,-10.6951
-1.02716,-4.94834,-10.7586
-1.03459,-4.95517,-10.7235
-1.07594,-5.17775,-13.6951
-1.01901,-5.19411,-13.6204
-1.08445,-5.22264,-13.6643
-0.980154,-4.92556,-11.1166
-1.0754,-4.83628,-11.251
-1.06495,-5.05296,-11.2547
-0.574783,-4.70028,-14.5817
-0.541747,-4.71654,-14.5616
-0.564955,-4.69185,-14.4546
-1.45468,-4.58246,-16.3244
-0.870566,-4.0514,-16.3997
-0.756391,-3.94851,-18.054
-1.40153,-4.69117,-10.8725
-1.37086,-4.65492,-10.7662
-1.33901,-4.65312,-10.893
-1.162,-4.39924,-13.0159
-1.08949,-4.5122,-13.0376
-1.15782,-4.4033,-13.2713
-1.15008,-4.37789,-14.9285
-0.747515,-4.93509,-14.9295
-0.27363,-4.51923,-16.7881
-1.37086,-4.65492,-10.7662
-1.40153,-4.69117,-10.8725
-1.30126,-4.69517,-10.8727
-1.24665,-4.43033,-12.638
-1.20307,-4.45854,-12.6019
-1.20399,-4.43813,-12.684
-1.37086,-4.65492,-10.7662
-1.30126,-4.69517,-10.8727
-1.33901,-4.65312,-10.893
-0.726801,-4.78248,-13.1727
-0.830166,-4.79983,-13.1004
-0.752622,-4.79672,-13.0557
-1.335,-4.60213,-11.1634
-1.41043,-4.70703,-11.2558
-1.26066,-4.66813,-11.1758
-0.574783,-4.70028,-14.5817
-0.55347,-4.65323,-14.5512
-0.541747,-4.71654,-14.5616
-1.32455,-4.62552,-11.3608
-1.335,-4.60213,-11.1634
-1.26066,-4.66813,-11.1758
-0.55347,-4.65323,-14.5512
-0.564955,-4.69185,-14.4546
-0.541747,-4.71654,-14.5616
-1.02127,-5.20475,-14.0491
-1.05327,-5.15741,-14.0627
-1.0173,-5.16292,-14.1284
-1.25697,-5.07807,-8.96207
-1.26029,-5.07843,-8.9282
-1.2703,-5.07854,-8.89251
-1.20399,-4.43813,-12.684
-1.23113,-4.45815,-12.6954
-1.24665,-4.43033,-12.638
-1.25697,-5.07807,-8.96207
-1.25751,-5.07546,-8.93241
-1.26029,-5.07843,-8.9282
-1.27517,-4.58184,-11.6297
-1.29518,-4.58,-11.633
-1.27522,-4.58856,-11.6375
-0.726801,-4.78248,-13.1727
-0.904752,-4.96168,-13.1128
-0.830166,-4.79983,-13.1004
0.527133,-3.57315,-18.636
0.566798,-3.55495,-18.6315
0.570314,-3.53663,-18.6295
-1.02127,-5.20475,-14.0491
-1.03111,-5.16713,-13.9675
-1.05327,-5.15741,-14.0627
0.569798,-3.53825,-18.6295
0.570314,-3.53663,-18.6295
0.566798,-3.55495,-18.6315
0.569798,-3.53825,-18.6295
0.566798,-3.55495,-18.6315
0.565679,-3.54397,-18.6307
0.565409,-3.53957,-18.6302
0.565679,-3.54397,-18.6307
0.566798,-3.55495,-18.6315
-1.52973,-4.86637,-9.41147
-1.50991,-4.79874,-9.31701
-1.49279,-4.78646,-9.48697
-1.37393,-4.69384,-10.3875
-1.43373,-4.66628,-10.363
-1.42085,-4.71844,-10.2203
-1.20307,-4.45854,-12.6019
-1.24665,-4.43033,-12.638
-1.23113,-4.45815,-12.6954
-1.43373,-4.66628,-10.363
-1.40399,-4.74437,-10.3534
-1.42085,-4.71844,-10.2203
-1.42085,-4.71844,-10.2203
-1.40399,-4.74437,-10.3534
-1.37393,-4.69384,-10.3875
-1.04184,-4.95451,-10.6951
-1.03459,-4.95517,-10.7235
-1.02795,-4.95,-10.7477
-1.02795,-4.95,-10.7477
-1.03459,-4.95517,-10.7235
-1.02716,-4.94834,-10.7586
0.606543,-4.72512,-18.6944
0.611288,-4.72027,-18.6939
0.606634,-4.71834,-18.6938
-1.0754,-4.83628,-11.251
-0.949158,-4.90851,-11.2997
-1.06495,-5.05296,-11.2547
-1.28276,-4.5353,-13.1559
-1.08949,-4.5122,-13.0376
-1.162,-4.39924,-13.0159
-0.756391,-3.94851,-18.054
-1.32056,-4.50345,-18.1856
-1.45468,-4.58246,-16.3244
0.582784,-4.71042,-18.6958
0.611288,-4.72027,-18.6939
0.606543,-4.72512,-18.6944
-1.27517,-4.58184,-11.6297
-1.27522,-4.58856,-11.6375
-1.29456,-4.55562,-11.7488
-0.752622,-4.79672,-13.0557
-0.830166,-4.79983,-13.1004
-0.904752,-4.96168,-13.1128
0.597722,-4.70645,-18.6949
0.582784,-4.71042,-18.6958
0.606543,-4.72512,-18.6944
-1.27517,-4.58184,-11.6297
-1.29456,-4.55562,-11.7488
-1.29518,-4.58,-11.633
-1.07594,-5.17775,-13.6951
-1.08445,-5.22264,-13.6643
-1.09557,-5.2244,-13.4847
-1.0173,-5.16292,-14.1284
-1.05327,-5.15741,-14.0627
-1.03111,-5.16713,-13.9675
0.565409,-3.53957,-18.6302
0.527133,-3.57315,-18.636
0.565679,-3.54397,-18.6307
0.569798,-3.53825,-18.6295
0.565679,-3.54397,-18.6307
0.527133,-3.57315,-18.636
-0.747515,-4.93509,-14.9295
-0.824711,-5.11864,-16.572
-0.27363,-4.51923,-16.7881
-1.20073,-5.05694,-9.3348
-1.22016,-5.02145,-9.39871
-1.25154,-5.09884,-9.41195
-0.27363,-4.51923,-16.7881
-0.870566,-4.0514,-16.3997
-1.15008,-4.37789,-14.9285
-1.25154,-5.09884,-9.41195
-1.18722,-5.03959,-9.42498
-1.20073,-5.05694,-9.3348
-0.555894,-5.06475,-18.784
-0.756391,-3.94851,-18.054
-0.319433,-3.60135,-18.6649
-0.27363,-4.51923,-16.7881
-0.824711,-5.11864,-16.572
-0.555894,-5.06475,-18.784
-0.756391,-3.94851,-18.054
-0.555894,-5.06475,-18.784
-1.32056,-4.50345,-18.1856
-1.50991,-4.79874,-9.31701
-1.52973,-4.86637,-9.41147
-1.44451,-4.82904,-9.41422
-1.22016,-5.02145,-9.39871
-1.18722,-5.03959,-9.42498
-1.25154,-5.09884,-9.41195
-0.824711,-5.11864,-16.572
-1.45468,-4.58246,-16.3244
-1.32056,-4.50345,-18.1856
-1.15008,-4.37789,-14.9285
-0.870566,-4.0514,-16.3997
-1.45468,-4.58246,-16.3244
-1.08106,-4.97394,-10.2925
-1.07354,-4.96095,-10.4692
-1.13851,-4.89866,-10.4181
-1.13851,-4.89866,-10.4181
-1.07354,-4.96095,-10.4692
-1.1118,-4.98505,-10.4188
-1.45468,-4.58246,-16.3244
-0.824711,-5.11864,-16.572
-0.747515,-4.93509,-14.9295
-1.32056,-4.50345,-18.1856
-0.555894,-5.06475,-18.784
-0.824711,-5.11864,-16.572
